feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,feature_23,feature_24,target
-1.7311202765608762,3.3605499233047653,1.4050370451209884,-4.027440917491016,1.836813557076813,-2.420142502721043,0.10804084500706812,0.8842330450687594,2.9525408384450746,-0.5486566413884718,-0.12882206424720422,0.12980514844872698,0.4708395513728222,-0.9719486110143689,-0.09833492838654362,1.101979643482951,1.1508429648222973,-5.952255054437899,-0.1852161434649734,-5.422337632293348,1.1443235567504928,1
-0.8888802690098799,-1.2110654905230376,-1.6611591275899762,1.2049484764580587,1.4345437288214289,-0.6498885651776475,0.8656005793243877,-0.6638029020894132,-1.7256183779180796,1.4991766957087644,0.29991499937670746,0.8557186378230559,-0.1359149400462603,0.8769193631948773,-0.02962213386039858,-1.5139355308260642,-0.5075261571468734,2.777808394329338,-3.3972376185686506,0.38232365379500977,0.44848730648255863,1
-1.4232658140107217,-0.9764189138921717,-1.0975019922605571,0.7318917936425463,0.9749510956569233,-0.4923548123608434,-0.39310815723742065,-0.3971808495506478,-1.8598990136369835,2.2007027254820044,0.2954094742927401,1.241830995050919,-0.5944464688723443,1.6799857658810142,-0.8228448282818935,-1.4003719156407923,-0.6847354473911608,2.2934572620010902,-3.729974220333704,-0.39794410641937794,0.7735260957214898,1
-1.997900460247522,-0.3796297303305349,-0.6993256070898586,1.2485049778484054,1.0921854375689697,-0.2534126624561682,-0.9878078837283567,-0.9189961715312007,-1.512297645566238,-0.31960989495157444,-1.0417569096573827,-0.7417795844639182,0.5455011751894435,-0.7646659478741356,1.6463254828691283,-1.899762576875286,-0.06085582947443671,3.1071494141738425,-2.6222668316295206,1.849876388569575,0.9258329732115533,1
0.3597407868559598,-2.856574762472105,-4.861090206975071,4.710143583016757,1.3613799607626094,-1.6850557584060293,0.35745184486970694,-2.6233350232594668,-2.516336853839735,-1.059907676848141,-0.030942211181383062,-1.3921516767090858,-0.06277525616453956,-0.8880364102288502,-0.6908267305167828,-3.045524257006879,0.49636082354054417,5.787699187643543,-3.7419552895122523,3.8490769125570283,-2.016056344284743,1
0.21999634503613863,-0.5146102876187791,-0.5796613627856371,-1.6779162503958622,-0.1511530362033967,3.6372847130198664,0.16092619735563707,-0.39250163009341665,0.006929369301558233,-0.06695263109631236,-0.2603098448247815,-0.31291445677082913,-0.11293486564143149,-0.09243839449552854,-1.3235955766713874,2.3273159932685195,0.6679644140800516,0.6022224175749977,-1.7739673658531605,1.4232033680248244,-0.9287583630951192,1
-4.892168483901341,0.9988434737218221,0.8542759142305307,-3.500404969879297,0.5405536136759643,-0.9172183150356861,-0.053056905644454394,0.582262472772604,1.320173856763224,-0.178143098241189,-1.1364760596643955,-0.8818883687885503,-0.2496388949405488,0.4873193134194143,0.2332631279395944,-0.895738455396274,-2.4426367777390983,1.4168302008816243,-1.0397623610121949,-4.4877252934921845,-0.8468016382706613,1
-2.0878838962561037,-1.3657797875750828,-2.3100243387988355,-2.497637021035043,0.3739621258214118,0.9746555237272685,-0.01139959993041375,-3.3428730422756767,1.872640612650042,-0.3021271093102816,0.5656646536009013,1.482151374189401,0.48030931171759367,-0.43092762367966264,0.3418291937000051,-2.5614708014342424,-0.42162206501390564,1.3521838584542878,-3.1855728550485862,0.0027440437540020707,-4.3196835962122755,1
0.48669963397959215,4.1226773044735925,-4.551546049273163,2.1526940078620256,-0.4208349838870351,-0.3590599963104391,-0.9776332522505573,3.711896364247792,4.375460393490202,-2.494979745923686,-1.1397760843581084,0.09248361573865638,0.7886661458327151,-0.011872640971577697,-1.7986117344501538,7.594768243099331,-0.1262622672852577,-3.6823765652451885,4.110397634851832,-6.102098064175736,0.47435754154801046,1
0.08000407424146555,1.0537188818332557,-0.2133868651333367,0.08909808676689646,-0.6531274586072129,-1.6302494841574726,1.763280814354937,0.5447155196690325,-2.382336907000858,-1.0658299273108227,-1.0037624321025478,0.17017081500638231,0.8014404090969285,0.938463077117168,-1.0024780736316703,0.536078394933039,0.26643843996033517,0.4571476192442986,-2.664493048360144,-2.3098026908732088,0.3580486115151639,1
-3.980201102688836,-3.201035781919005,-3.0399484052170447,1.6228967850681524,0.43839934432400157,-1.6770827008115603,0.5017998540071016,-3.7625477687764652,0.6943076748861244,-1.0314139804394846,-1.4483528675043464,1.2228260705878564,-0.09642066219452416,-1.3769191719824903,-0.7761188923706047,-5.057690823374285,-0.23049210629126748,7.633173763703278,-1.727746512135183,4.5823698322782676,-4.922462882028068,1
-0.6486604875495832,3.6570879414308917,2.1187188955372758,-7.180341824623796,1.3336017161166094,-0.44273917784793626,-1.1379148550590192,-1.7133791631876762,0.6880801340478344,-0.4178425357387113,-1.2403384417280634,-1.1662621537883946,-0.3861959234137641,1.1826634086196293,0.898390085528953,0.039782047637260454,-0.43919018385327613,-7.234415393868429,-6.20910387651162,-4.429605703920465,0.1924342290208555,1
0.1001753354199656,0.643813245949334,-2.4513405710296596,-1.8644781181411885,1.0517799174741438,-1.9757915641274204,0.40332130541520006,-1.6105382522365967,-0.06368946507995654,-0.5009843353708119,0.9735650681397161,0.5659486220588199,0.070010296540722,-1.064246853286192,0.11067194277496807,-0.9650688136854106,-1.0123521393734263,-1.7720396518415398,-4.777698993520733,-4.299206698808432,-1.5218016139906532,1
-1.8928823901010894,-0.1374214834666122,-1.4411646369160436,-2.420453060146614,2.9088711152534055,-0.505554873794604,1.9386782015257358,-2.343333645880153,-0.4045630778228748,1.0092480280898672,0.5983889416507645,0.40118725119211784,-0.08715446105282562,1.5743504685149403,-0.28637725343330156,-2.441407902345908,0.3239754625499718,1.7793819488320404,-5.844248953266133,0.39255591158684144,-2.7975288103280875,1
-1.074619977515019,-4.37868087398268,-2.374965932790054,3.4652689490980184,-0.1958415203439357,2.7016782470779668,1.5770301685780357,-1.38666946920332,-4.888232972338424,-1.686962259186105,-0.015668471677764306,-0.9373096695164037,-0.6771038010654999,0.13390066898778558,0.3096284534744249,-0.20470798100987142,-0.5210200443468034,9.51776587011266,-4.73356859703667,5.633263034498579,-4.730501412863579,1
2.2592588361460066,3.663362514194604,0.6898043576211309,-4.667952275516586,1.5177579296186396,2.6398644694889124,1.3477819618605373,3.8593087152422623,4.377598631998568,-1.4521742714794723,-2.190784814307818,-0.10611135522816965,-0.23055486377046974,-0.6380491174889398,-0.4525996399796252,8.615665565380098,-0.213724382863689,-6.844478377390308,3.4351629193288646,-5.834733329091669,-1.163118863920377,1
1.207301924787891,1.5283536764395704,-0.9369063851491845,-2.5290755403649383,3.5603281445916903,0.14986275880327055,-0.012651306072605895,-0.6518630337647427,-0.5186960850848308,0.7730159507638035,0.8123485361606431,0.16057376384976385,1.096666121315924,0.27576246791646053,0.4674213364323976,1.9487749611907157,-1.2311306650972151,-3.160485750064172,-5.7033867714455235,-0.5550751665640534,-0.763203542833152,1
1.3810410905984842,0.48282936521688113,-0.1365272971336478,-0.8732215897441747,1.5920185236505133,0.4424832651530979,-0.19699202158759682,-3.188909160969552,1.4536618477405334,-1.3979915305017334,0.6127972756120681,0.08734362490957626,-1.0112005108903814,0.4328643450640659,-0.4728081625680488,-0.8695842886325688,0.3274342052959196,-4.116695789088404,-1.6693378979722548,5.074155650884561,0.1340869324092392,1
1.1980413612533423,1.6378586985707149,-0.41745781020882483,-0.1059464116665249,2.2064166200857507,0.9028047155685703,1.2142076599526255,1.751008565125783,2.3289171044997112,-1.4391794382036138,0.1250869509024395,-0.38153630170041064,-0.20026096058114584,1.6528384362935367,0.0038317542153253337,4.846787271951507,-0.29402561836974606,-3.423346134406538,1.5954280382235448,-0.6436120785452144,0.7570011218515827,1
-2.1780622567263537,0.9538086328829956,-0.7206211000479834,-3.395986662195943,1.653038619370204,-1.8392975402037646,-0.20269649610322837,-0.5896637132882505,1.115665449193599,0.3630800152451612,-0.7188326723451008,-0.6148890398969039,-0.4438902016653347,-0.8196515894749523,0.10861410240726677,-0.8525283821176631,-0.09480170907552005,-1.3858452929427483,-3.6074883007335616,-5.451814196395897,-1.8007169499338933,1
-1.835185800172653,-0.3095374886315302,-1.5016315134637113,0.6379257513826445,1.993337420203277,0.15125352636788467,-1.3558802861301338,-1.476408274569807,0.11546120051171871,-1.0235409002800593,-0.9512293308427258,-0.09249433257778897,-0.5413848031471942,-0.8469956731129278,0.9044228306694585,-1.8751003922550062,-0.21679127996872927,2.269864334093027,-2.194573581437311,1.3805722563896698,0.08508618017122926,1
-0.6413996813215445,-0.08555528887723785,-2.975316854707152,-1.8339860927703713,-0.14589995649760157,0.17146902428400873,-1.1983235646332275,-1.7140807088543184,0.9405970301825769,0.7122575511860656,-0.839830318998886,0.943964456724772,0.6543815154068976,-0.009554971960937257,0.8430364639145347,-0.7375619542195152,1.7026576768872288,-0.3861963010788378,-3.780921803455006,-3.567737885548126,-1.5515258610614697,1
-5.760656936525897,0.13775146137756,-1.594971029271742,-3.873203201621349,3.20739499071932,-2.7163079914882404,0.09306040969340329,-4.694588583186279,0.41480851015018866,0.9002563729882311,0.006508024670849787,0.9541113501875115,-0.5398841412688764,1.591071716450091,-0.23480576001079279,-8.76963907948034,0.08404144228785897,3.6330942769527876,-7.0215891825991505,-0.7883972999432163,-3.4890996773668217,1
-0.9978875830384677,2.63736041765037,1.7513480768780156,-5.198868452963993,2.4892066729716147,1.2536474598699099,-2.4119543301269055,-1.0295888067885577,1.1286848986276055,-1.8082861731834967,-0.2863821383034004,-1.1021293842816964,0.175965696279216,-0.6389544684625126,0.5129036339624125,0.22539686545225043,-1.476896223948782,-3.660610149071367,-2.669244490323605,-0.05918736438115635,-0.904648996664693,1
-0.083899388531796,-0.8637646049484287,-0.04145496703508966,0.7397680085752747,2.079465051772321,1.406911186866837,-0.33028703291674055,-1.5934330744504681,-1.8014071397793643,-1.1698203015978401,1.1367091865647205,0.09785010007394765,1.126463383877649,0.8136601385137323,-0.7821126962950239,1.1167691294104218,-1.4546577208661928,1.5348075641574856,-4.03988365364176,6.329910126005366,-1.2891173486705179,1
0.9216180190038055,3.9078220961686885,0.16672190856318392,-2.699167910783644,-0.3513382807595766,0.2152281893513468,-0.10876308316080885,-0.6897943133890198,2.4093442035946935,-1.3083978218701646,-0.33240466176864925,-1.0212466555484674,0.30403030251566543,0.14673370089245275,2.0083012350101654,1.6808840213912057,0.36894228314220695,-4.91421955619102,-0.09314771455624785,-0.4477727995702492,1.6979050992859024,1
1.607359551136592,1.3834633215351197,-1.827820366742399,2.2357987412481135,0.8741013652184481,0.3530974248405161,0.9936221099847291,2.243766569105211,2.9560802782269313,-1.8552341959324867,-0.5713181795824415,0.41299882026347245,-2.234031593626936,-1.2498589652704393,-0.25941618991022647,5.411064657568608,-0.3088564919553095,-2.7698061399904748,3.701138743804481,-1.5505736564048997,1.3327580595025275,1
-2.527260000499488,-0.8459644824297843,-4.0442359479873105,-1.7459938007814662,1.8692885047547896,-1.6570550057381892,1.6532784474867723,-4.974500723273726,1.7320193137192166,1.006784288167023,0.05085618000391523,1.0104167431874902,-0.036544980573710084,1.528680988264308,0.5653939082834324,-6.393621221275001,0.20318730747259628,1.7077935472959038,-5.630257128003102,-1.0421613916287835,-4.128454616956004,1
-3.5597351306463576,-1.1316873768924556,0.030928790988008437,-4.230444771018445,3.206467210560728,-1.4155430982980828,-0.2335407774538194,-5.519158356050933,0.4052357272659297,-2.048384752743443,0.5813199380453942,-0.8863907156614912,-0.3904056953458114,0.681482647390665,0.9591138888362781,-7.110924728846577,-0.5451674683269132,1.6086420939798667,-5.7360051712850435,3.796257388882022,-2.4765797237818834,1
-0.3278475383944978,2.061531022180423,0.2708432595023907,-2.8354102001466868,0.7170641901468282,-0.6505105263635772,-0.05368693181750761,-0.41287374703698154,0.36477920096736016,-0.8508759550172375,1.4889639360092437,0.6046152846322114,-1.1734756785877147,-0.0389793310415284,0.3119365131531616,0.8116355320732278,-0.31213556604780957,-3.644861427738317,-3.124808384067847,-3.3118803910331263,-0.04436338314333288,1
0.8305163262580422,1.815883783362985,0.5752234543975299,0.0960405501853156,3.225015365072699,0.49474080491051425,1.002215231276712,1.8506614804926136,1.3787236057310681,-1.0290053733293774,0.2540464578266015,-0.9742118249395124,0.3152492248105321,0.5707826592941996,0.7254022777801324,3.7109103462709156,-0.1368984076364943,-2.5971356304804845,1.2102964472176847,0.6460002618315117,1.0720008310105043,1
1.5930319459810274,2.9932876185580097,0.11969318744957547,-5.670568598434473,0.30942403294778764,3.8329753662027,0.49719604861492217,0.7954197482689139,1.0252222001059117,0.37516943393410684,-0.11458762517614215,-0.4829034109967548,-0.5739509410141471,0.20565743501723066,0.2708121249972765,3.597531047553586,1.2913205797016525,-3.63103571294972,-1.6905438897996632,-2.577107505060523,-2.8265571478016844,1
1.5099118123256352,0.901522069526868,-1.9634433225487855,3.572467279624969,0.31329533680098454,0.1252497860718543,-0.46338089789857406,2.650076008279726,3.2815183361334928,-1.9487151597321697,0.18382423589122965,-0.09189014756294778,-1.6754584992827413,0.7625153224877379,0.090376070042812,6.94505205268184,-1.0715823453244395,-3.0246310536216305,3.9539351119054555,-1.607262954411971,1.077304090932245,1
0.7429584367613957,-0.5882728262274486,-1.8840646140457311,4.341818498731611,-0.6246770495516087,-0.9547101513560796,1.8137152132120482,2.4324054956352312,-1.4989026359985287,-1.2082507934070885,-1.5383933225836497,-0.5793135821911944,0.38450167324822637,0.5764777974447282,-0.3749983500035843,0.4195759332496729,0.23893481523699275,6.157045212227294,3.5078917498053444,-0.9458782025987666,-2.350887385715047,1
1.3866890578844075,2.6039533325821407,-0.6435097796531681,-0.9928790255386051,-0.05738213469982534,1.1411237891300285,-1.5576903745689923,1.762371463162356,1.3451489531522072,-1.0551833711944556,-0.07129773663349914,0.091940406341394,0.2985928777936099,0.011395898600658816,0.3910320333432058,4.746504594553076,-1.1335265546597897,-3.7944018021731103,0.6076344166139673,-2.484309395738789,0.40262927108504815,1
-2.1463781308563474,0.2009495982642479,-4.537898591758956,-1.530583807363977,1.7194579897124322,-3.5501694620446154,0.48653491512389824,-3.8689624925905006,1.0842030405447964,1.0868727406674106,0.17547070852890762,0.3791910460883261,0.44744743956494043,-1.0845326564619349,-0.3862799985496098,-6.098510778744427,0.1805105304904473,0.5134278585029717,-6.244470124184552,-5.342618386482695,-3.1881545691437503,1
0.19580541849878785,2.5083061633457846,-0.6857823847085551,-4.341875878053545,0.03142119176523306,-0.33164480781989103,1.0736102315646305,-1.332177728395406,0.7046890427193133,-0.962775778059275,0.3144306681320037,-0.3357511715368179,-0.8901964089061613,1.9618563435992686,0.7536421007554928,0.24389726474264373,1.0194763033538576,-4.05366451435169,-3.792886361823965,-3.4754174382600054,-0.04608517801918077,1
0.07641593095017707,1.4977724495399323,0.2670632004758374,-3.5095805092240866,0.05846860375314594,1.10693318259538,-0.5900921920984503,-3.511386625762956,-2.3213726203499716,-1.1320560016488166,0.29404284696436234,0.5046523145547178,0.7614610117690582,0.16447197782205214,0.16160047607197037,-3.3491529211071756,-0.2784010508846717,-0.2464995867880886,-5.795859893882038,3.5721646244479786,-0.46472169846023487,1
-1.615976625564223,1.5068687389812334,-0.7832727488868801,-2.7144339675345432,1.6375513478240586,-2.4449654646983667,-0.2340081807942508,-0.6342953891578604,1.373953540757988,-1.6297986233603279,-1.079267338941315,-0.03715692700780138,-0.27697871908323246,0.03717659953189201,-0.9828681198880905,-0.8503426280028351,-0.3630128990025902,-1.488688080906194,-2.042101015066496,-4.135420245441076,-1.7228286266357764,1
-4.5786001226398625,1.4935536415245483,0.2448891013280854,-5.823954362314309,-1.1403703833094376,1.8427465224227522,-0.08455035239123587,-2.7136823268477483,2.1765150846611965,0.4835930673401191,-0.23073164003821425,0.6978233532939855,-0.003355700529869887,-0.9713033724677574,-1.6281545030656113,-3.3735500520939947,0.41930922413909666,0.5489336003192409,-2.6471785257068454,-0.6270258347756605,-2.4101078346008746,1
1.5988295302027349,-1.228864377054904,-3.7080764281654512,6.624404000264649,-0.27533739057218465,-1.304065887748272,0.27909316030196907,2.516434298344379,-0.058222644064476636,0.6354819224102414,-0.6264692951474511,-0.02073087988741884,0.8129283884338538,-0.7414915347207007,-0.23401979525409966,0.17869665031384419,0.6324400718215268,6.2260455021277625,4.978188199505494,-2.0649446657207764,-2.0916381040068,1
-0.29441280688510063,-1.5505314110964625,-1.2538286488345192,4.555362264967084,1.9376266443083847,0.6566465505694749,1.2343467312324659,2.3864805173868056,-0.13609495445210973,-1.638392926543227,-0.052427251170650946,-2.199564678358478,0.4577686574581379,-0.4165273997992526,0.6924222290186188,4.016908285816807,-0.4252574223403416,1.1379485837115588,2.271918426280992,2.0952783972083706,2.295309331382413,1
-1.0294487259938316,-2.828887845476072,0.2714559410862882,1.482529644606224,-0.45978273590766916,-0.12672036557810085,2.4516023331053667,-2.94036598433608,-0.7866317159199153,0.2078492636144042,-0.3135781816675248,-0.8132498229691361,-0.9061964365449816,0.6545706858147602,-0.7644813509121728,-4.591192986778939,0.36613548913668625,1.8350042690874118,-0.47049890763092755,5.6431296885220394,-0.29986842651424844,1
-1.2588851213183168,3.4671512442519505,1.2998607356872711,-8.493069045947033,1.3319801485169878,-0.31589172711134683,0.9932589833223684,-2.721788992469633,1.1202466710031111,-0.11953474920630336,0.41145745993928595,-0.6599280468406044,0.43445511658513186,1.4414577256289327,-1.183219575531091,-1.2604819220435637,0.9055891395621775,-7.137390172401176,-6.414481685465592,-3.419998499162566,-0.8571364788294347,1
-2.300088034681295,1.4572505447749657,-1.4769637734926655,-6.694226031236157,0.9238540237982371,-1.665679773019938,-0.6482672109723487,-5.7794449289828655,3.926362607503877,-0.09399587637496579,-0.01343343975506156,0.7501732670477756,0.04551272295434591,0.8234915106946972,0.8971177060687743,-6.555191721191735,-0.5787159096152615,-5.126375689150482,-5.1018150676352825,-3.4493285937263356,-2.4654758299628923,1
-2.3839315429110193,2.4617367393658567,-0.3037595529900656,-5.027639168355408,0.644817187465116,-0.4585742620707561,0.500500950881745,0.4609685060612071,1.00261438157092,2.39346020794877,-0.28445392155245197,-0.0699765041366516,0.035063474199688194,-1.2806163169781157,-0.9384525926060687,0.5307230242076643,0.6662417458724108,-2.949978362807701,-4.48722042716837,-7.787396717730327,-1.099309354593405,1
0.013378346605321334,0.4766677972904356,-0.06163003093512687,-0.3522757674108376,3.463526952009378,0.4537149702442005,1.5471969489294612,2.7290159357775026,1.0680721927954402,-1.625391834789219,-0.18891384248568915,0.11727316311108482,0.15075847292276895,1.2908402519242823,-0.7161434708657219,4.838638682839682,0.07739539624879332,-2.0120526098460063,1.8664577576619856,0.6840872951544297,-0.07022646348311101,1
2.0487337479626575,0.16269967144973313,0.04490846552431216,1.0378936612244611,1.4900400308235924,-0.5071897986073006,-0.347260399943706,-1.0730062803713194,1.4105600836640364,-0.7414047562408981,0.1836577799605462,-0.9032240630327274,-0.38260718194716636,-0.2832441125501458,1.0256994855455135,-1.1807045023482563,-0.6030496465207731,-0.32851628568140684,1.6174937018271045,1.9797298125099911,-0.5100559846482969,1
1.1730483020628977,0.6041542715760475,-1.0009508033369987,0.9529714724829357,1.8433363493771109,0.8790041979612425,1.0385781215620828,-0.013442578826519502,1.777534335428109,-0.6466111082661314,0.48648953998399447,-0.01810497004389877,-0.6528649452369721,-0.34263199114276915,-0.12123783033240865,1.9429096546850497,-0.292872973417304,-1.720566624315336,0.6584329391537658,0.8829837457481559,-1.0438738943314732,1
1.1591019036429762,1.190415039017021,-1.8974786548225127,0.39665989518024847,0.003676923117576114,1.9359262903385877,-0.47681603532474026,2.306417039774419,0.88648145673041,0.10014182371543856,-1.291985987741835,0.9493735237949898,-0.028269513000728774,-1.402222930038689,0.3056307179206775,4.254133477276102,-0.16457189136925443,0.11805639087568953,1.1346934080114073,-2.7937150919864635,-1.4406797106858706,1
0.3652163997654091,1.007681885108773,-0.7947919337386327,1.1718459901902443,-0.373421672353428,-0.24307087268846023,-0.7372649330095373,0.6606400769123294,0.20617706656574197,-0.960764818610831,-1.1101506153664353,-0.5719460150584764,0.4994015986906789,-0.5899343301062752,-1.1020021622648455,0.013441733582060966,-0.6289737366006346,1.3732772687393748,1.9337273024725148,0.2042622840537975,-0.775496691208002,1
-3.8895872637797204,-3.332563264554302,-3.176548530631474,1.6247332573149866,0.3782649862855753,-1.6126944516706758,0.5077130605608563,-3.817864313180092,0.6833159735269589,-0.9360403161559703,-1.6003369060015395,1.161698996091553,-0.14302673148302436,-1.3602419610920626,-0.8010852324840688,-5.00728732103309,-0.16545555903914555,7.634217552390499,-1.8642796052485975,4.4783117609966885,-5.040224270845555,1
-3.539215466096473,-0.11392618810119429,-3.7179764458716473,-1.9380299748984993,1.4143324642017838,-2.240353722278932,-0.6297489385732002,-4.131142033299213,0.8857769712414216,1.3487099878790887,-0.2707168118699772,0.02004147680889684,0.2569845547053431,-1.001602321986046,0.020169703778283678,-6.817248973215285,0.07017210567990328,1.5641360897508476,-6.217311390080091,-3.7708336208315436,-3.1876438393751796,1
-1.8527171179673805,-0.830030859567258,-0.9457493439298723,1.3410722355134286,-0.45323672424261613,0.5795892055620291,-0.48158544215948385,-0.22390462123060786,-2.2290391790839728,1.2074497034947913,-0.4808202377271835,0.11242526177912184,1.797263202163941,-1.7989860301512826,0.9055191726717744,-0.5795238494935817,-0.07248371129230637,2.8032729248122705,-3.4472373867694523,0.010451991301453412,0.874505907004586,1
0.517718276081446,-0.01752598453177632,-1.6511370019446063,3.22500116866504,1.553355845290009,0.5697229744873641,-2.0706828940322484,1.5052346465221689,0.39219629814189993,-1.6496505629886016,0.5494136061568062,-0.9082641314609081,-0.46874363262214525,-1.3516102743849365,0.13959624041240276,3.9764594318546735,0.7190787763493842,0.68126308257843,0.8729910984016358,1.0694748564066696,0.3807034930385453,1
-0.10825829381645288,0.9059960122431996,-2.4010986448812823,1.6935812613141348,0.15124792596240993,-1.9510015682353787,-1.9353717837459237,-0.1489908350133975,2.041740768308623,-1.669616003267427,-0.11221473750508915,0.6174247732190068,-0.3289692720453786,0.9345040059020312,-0.2691728169225964,-1.4932004954426898,-0.15047678151122434,1.3930125030476546,3.6277234080821374,0.2797272363784957,-1.0493044876264976,1
0.9478384607025069,-1.2249562396442661,-0.8132324607268864,1.3537791760807267,1.7200949886198476,1.3421980276102479,-0.061484567650756494,0.5869114414917102,-0.675957379607993,0.4849648686969522,0.5420454363628351,1.0064531117497926,-0.13788916531271167,-0.6256775689288608,0.6874414839285001,0.6819626524647189,0.03652139361508533,2.954743037254973,0.22961105942760507,1.6987397118126981,-2.083280894261701,1
1.7241995075589827,1.8267692859165532,-2.821353457098147,1.969992979939581,0.3999831615728792,0.11600020150348257,1.7692272504558266,1.6297332567219815,2.659276745292137,-1.6508604146064836,-0.39884067480508617,-0.2931295989716048,-1.1557263526391972,0.09663960156507512,0.8331958242566143,4.8881152951608104,0.8609221301390453,-3.1085382893680653,2.1551542999759934,-2.3397856403908435,0.734967447441009,1
-2.183866300015004,-1.842695597805457,-2.904162452386495,5.679778058491504,1.1151480643122538,-1.0912605625143523,0.4825044057502283,-1.5796075414270088,-1.3928451230211039,-0.25404645616937405,0.24054070406460992,-1.1560966294760013,2.6650463987734705,0.4755824905423059,0.17181444876186336,-1.4191206337467634,2.1254294553447064,3.161445421735705,-2.3254859003397104,4.212258757994791,0.9173974184362405,1
-2.0987556990662117,1.3612190350325384,-1.126539498701304,-2.976979244385403,0.7294559836776132,-2.5170820762428203,-0.8027315377183899,-1.4337915502484475,1.9969988415241333,-1.0747680526298575,-1.4634303252502086,-0.6702438575145502,-0.26509150165042455,-0.41445071452774096,-0.5618887611097264,-2.045144322510955,-0.3683277076590089,-1.7452930919389154,-2.0068253767399455,-4.4091335636217135,-1.5593976953933955,1
3.6816873565479558,0.3586971538452335,1.6107229039975262,1.7269848468729858,3.1415982280155417,0.32715591817109346,-0.7687140012463346,0.9861530181181505,0.39346283518866354,-4.016574286460159,-0.794247299580455,0.14286882144388846,-0.8547294463413785,0.797381520087969,0.18918129206236362,8.630687189008222,-0.04312324130793088,-5.921897677983621,-0.6362073915003755,4.5585076327089835,4.592868464411919,1
1.0276540581245843,3.194657417371066,1.4886362522730272,-6.690211444761851,0.7200833796034631,4.325596366690789,0.010757897285963436,0.9891538987460766,1.3901389492401819,-0.8546899364345117,-0.2117837818327198,-0.20497000517554126,-0.5297119413440836,0.35549070492976276,0.6669461981286969,6.205736488222549,0.0923081770284997,-5.680704808838107,-2.4153039595249415,-1.1236653145774882,-0.8264355898346177,1
1.6399968995601708,0.5902643025102982,-0.6525705247625613,1.158047082606002,0.5423897219730238,-0.7617388255908782,-1.2309392965114312,0.13648609633359454,-0.10792271840684592,-1.3764346641074474,-0.7847404335093588,-0.4506262700973339,-0.7655813282969308,-1.3848269288980015,-0.1531981953307544,2.0101373457455436,-0.38175978767814894,-1.1964765356075016,-0.5271462657781408,0.15051284488541838,1.084664668673884,1
-1.5364624305014647,-3.3918521541290416,-2.5231115190008424,8.039933775338927,-0.865007877356554,-1.1817981562791258,1.0683331216092067,-1.3555141781783244,-0.319146087088213,-1.5629506535033961,0.9988446213850928,-0.22288546982196944,-0.372383325223373,1.2701007102611865,-1.1262339739983507,-1.0628534850702622,-1.1946382008848107,3.3082734306409254,1.880658187164424,6.577048966938335,1.547026623884336,1
-3.5283442506231757,-0.3001592983898724,-4.135947103573276,-2.0954538086235286,0.2115133622665835,-2.354207582112827,-0.7510242786671888,-4.191849422407604,1.6951034519256367,0.5448546500100395,-0.5031262852393253,0.14868271117713577,0.17665812688958157,-1.1336127597012347,-0.5900756406382064,-6.701415516158865,0.07619212551124588,0.39561580684520514,-4.952364133515051,-4.847139041485197,-2.8980144517851367,1
-0.2896893188477899,-0.302843019565479,-0.5379933202042215,0.35799764052669303,-0.3048210522655285,0.412330393850317,0.010681261058840957,0.9548672825234369,-0.06421576951394917,-0.9396755587893312,0.3842906172632723,-0.4353111868729964,0.005647126900881677,-0.41199922828086155,0.4783766910481735,3.0812571611855053,-0.6642568597821463,-1.38100260696117,-0.8752347669450871,-1.9082137532356427,-0.6594205448729773,1
0.9985791342553991,1.1626540471202553,1.421413175881903,-3.251962295935006,3.229388639197998,2.8228145299369256,0.2525622448552431,1.9079795233036951,1.8948175289521898,-0.5226512520133318,-0.05376902479108081,1.0676797531019995,0.9487574861048815,0.7036808149413696,-1.1285391341293918,4.440894929321594,0.730129016534109,-1.8461521428053798,1.1588519199617853,-0.13627201942346945,-0.48889868620083715,1
-0.37618161622174384,1.0874218331275334,-0.8090747923540422,-3.808670056853016,0.3960512937225814,0.3415068606282131,-1.6503224501185016,-3.089122694013069,0.07046581117828184,-1.603293012842517,-0.4954752236679796,-1.6259195592098772,-0.449996019440433,-0.7511194838914261,0.4229789548006295,-1.867442348644482,0.35526287535217815,-1.537136698148824,-4.667249106040002,-0.027314094358779316,-3.007677578781451,1
0.722182956285781,2.052185907530599,1.2834988318155207,-2.6562124395390234,0.3294979268873519,0.8610770376020233,0.5980809079592336,-0.0584240586905147,0.6451057851669538,-1.673273659110651,-1.0706962359309058,-0.16858174054710742,-1.0758578256245337,-0.7741502022960078,-0.17947777281820754,1.8108436056131958,-0.40206455491681425,-2.6424025873245185,0.030039357950832624,1.555280399432184,-0.20682798804170882,1
0.9423472612570024,5.181073844858611,1.179270348391029,-5.481477103117934,2.962177148219913,3.285058216940068,-0.40841995233013406,4.098315449653869,5.116452588025447,-2.3767908377952067,1.0001969334190821,-0.4068034278185345,-0.22543362549344448,-0.30960381531646913,0.5891335505614574,11.392762481838439,-0.8276521444343248,-9.730879850567824,1.5786460532365776,-5.137294888174887,0.7107480548066683,1
