feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,target
-0.11645,-1.58381,0.73594,-1.16081,-0.31181,0.46647,-1.74965,-1.16883,-0.25535,4.16739,0.52017,0.55759,,0.60469,0.68761,0.42378,1.65133,0.15208,-4.25581,0.95135,1.62927,,-0.32267,-0.01555,0.06377,0
2.73543,-1.69598,-0.05979,-0.18901,-2.36994,3.38439,0.00685,-0.83893,-0.18236,0.89189,1.06628,1.35137,,0.38184,,,-1.2103,-0.03236,1.77326,0.71564,-1.48971,,0.25719,2.39773,,0
-1.46707,-2.23027,1.43125,,-0.39998,,-0.11979,-2.20152,-0.73532,-0.14981,1.78528,1.52593,,-1.06885,-1.50564,1.5731,-1.70432,0.4078,-4.15073,,3.23667,,0.61356,5.65677,,0
,2.77221,-0.76871,-2.88719,1.12744,,-0.64183,-3.55595,2.76778,-1.92654,0.78931,-1.78693,,-0.89951,0.42786,0.24808,2.56189,0.66822,-5.62312,-0.59693,-3.70168,1.43662,-1.91413,-1.97094,-0.03308,1
-3.30734,-1.08342,2.74442,-0.86729,1.01311,-0.92609,1.48743,0.30807,-1.58628,2.54083,-1.09483,0.40621,-0.25752,-0.83979,1.23242,-1.29198,0.77045,1.39868,-3.20133,,2.93074,,-1.19345,0.05522,,0
1.16987,1.39967,2.47073,,-4.32424,,-0.97185,-0.96876,-0.34111,0.9993,1.21667,-0.34408,,1.28159,0.15074,-3.42499,1.35736,-0.06012,2.37228,-0.80344,-5.2184,-0.20827,-2.5464,-0.74472,0.25197,0
-2.47711,0.0472,2.63488,,1.05251,-0.32457,-0.41768,0.04634,-0.40026,2.31124,0.9599,0.45801,-0.07974,-0.88395,,1.94426,-0.82899,0.14348,-4.87655,1.44607,,0.32557,1.15946,0.62884,-0.46464,0
-3.07839,,1.28885,0.13191,-3.25852,-0.5817,1.37253,-0.57683,0.54445,-0.57877,1.81794,0.57829,0.4349,-0.70508,0.88352,1.0626,-0.48052,-0.25863,-3.53381,-0.0382,4.00935,,3.54133,0.50503,-0.58103,0
-0.58462,1.73089,0.53836,-4.18503,0.24796,-0.4357,-0.27562,0.17862,-0.88381,-2.30384,1.47435,1.32399,,0.88406,-0.15859,,0.50184,1.13022,0.62466,-0.52533,-0.27883,,-2.60661,-3.30809,-2.94791,0
,-2.11507,5.64419,-5.54392,-5.65431,4.70459,-1.63172,-3.04351,2.90502,-0.27858,-1.28652,0.23246,-1.50611,-0.19798,-0.14288,,-0.81056,-0.14691,-0.42514,2.06135,,,4.21847,5.97068,,0
-0.02105,1.19392,2.4932,-4.85996,2.24216,-0.01749,0.96231,0.14248,1.54048,-1.20888,1.29485,-1.67558,,0.40712,,,0.31954,0.63911,0.89202,0.87202,-3.25647,1.1751,-0.07908,-1.3552,-1.18179,0
1.86203,4.93078,2.85279,-10.54868,2.12263,4.65694,1.71888,-0.06574,0.36533,-0.42912,0.51298,0.03037,,0.79956,,-3.95924,0.30522,-1.04734,4.79213,0.55253,-7.67004,-1.24121,-5.67358,-1.5641,-1.99649,1
-0.8224,-1.6899,1.05707,2.04765,-3.10892,1.51527,-0.41325,1.20299,-2.19932,1.78956,0.31842,-0.03262,,0.65898,-0.58217,-0.15486,-0.84333,-0.58891,0.42198,-0.6059,2.86623,-1.0595,0.932,0.91332,2.15345,0
-1.14119,-1.65955,-2.06856,0.80234,-0.97625,1.09255,0.64666,-2.4693,1.40624,1.65519,0.52542,-0.45243,,0.28924,0.53257,-2.83023,1.16172,-2.02239,0.58025,-0.23309,-3.12309,,-3.58285,0.46255,,0
4.05476,,1.84202,-3.56342,2.90837,-1.54762,0.14029,2.60735,0.85199,-1.69629,0.84976,-1.0318,0.28004,-0.35233,-0.00854,-2.31674,-0.72657,0.88687,4.96834,0.84738,-7.85566,0.99167,0.38863,-4.8151,0.79899,0
2.40327,0.32272,-2.66294,,-2.17172,0.79202,-1.5992,-1.46305,0.28949,0.08546,-1.12368,-0.76416,,-0.61194,,2.049,-2.06137,0.36796,-0.46891,,-0.85854,-2.52491,-0.01368,0.83041,-0.93452,1
2.16879,2.63089,-2.54743,2.85432,3.98974,0.74937,-1.61613,0.62034,-2.5537,-1.92248,0.33223,-0.88173,,-1.38384,,-1.65478,-0.55856,-0.146,6.4641,-1.13711,-3.77116,-0.27351,-6.9074,2.61433,2.13028,0
1.25231,,-2.01975,-0.5339,1.61665,-1.15972,0.99627,0.26003,-4.38094,0.33236,-0.39058,0.89668,,-0.3277,,-1.89614,0.3187,-1.20949,0.58363,,-0.3036,-2.29949,-7.73185,-2.66908,-0.10531,0
2.71371,2.58081,2.36563,-2.81358,-0.17035,-3.36679,-1.01765,2.36498,-0.19833,0.83594,-0.846,1.06921,,-0.41677,,0.25923,-1.12769,-0.93639,-1.24807,-1.3068,-2.92295,-0.89764,3.12619,-6.37781,,0
1.24762,-0.18565,-3.41607,8.35669,-6.09432,,-1.40322,1.16138,-2.20489,-2.81707,-0.90347,1.24196,-2.08573,1.50861,0.56866,,0.91114,-0.20427,1.38458,-1.59598,-0.01957,-0.44437,2.40406,-2.49642,3.98595,0
-0.07021,0.47554,0.93949,0.66585,5.37353,3.04888,1.61633,0.60052,1.7389,-3.0966,-1.14476,1.71795,0.29734,0.80635,2.77341,,0.34007,-0.38081,7.02697,-2.08645,-3.58312,,-1.10127,6.66123,1.1498,0
6.9338,1.65116,3.83727,-2.28862,-1.11577,-5.84375,-1.10608,1.89381,-1.53617,0.92794,-0.47276,1.13958,,1.13354,0.34149,-2.2924,-0.70259,-1.17651,-1.19209,-0.37791,-8.46791,,3.07675,-7.16339,3.64506,0
-0.95524,-2.63738,2.26336,-1.48679,-2.2301,1.88197,-2.26246,-2.4958,2.62169,1.7116,0.56919,-0.5716,0.17976,0.43491,-2.0317,,1.04355,1.30358,-1.98828,1.4004,-2.63696,-1.1063,2.165,3.53189,2.03295,0
1.47418,0.09315,2.65941,,-2.4819,2.90948,-1.42,-2.40412,1.33658,1.57884,0.00684,0.78879,,0.07174,0.86712,-1.13672,-0.38846,1.42142,-0.88619,,-5.38193,,-0.32507,1.97966,0.94812,0
1.82653,0.94666,4.13218,-4.67426,-1.16568,-3.58874,0.88748,2.51571,-2.93887,0.89722,-0.12955,0.68503,,0.74312,,-2.37867,-1.44871,1.23457,-3.07614,,0.58513,,1.75113,-7.53103,-1.09792,0
0.84604,-1.19321,1.36847,,-1.3688,-2.00002,-0.11087,1.88704,-0.72707,-3.40414,0.39243,0.84499,,-0.78166,1.92828,-1.74802,-1.21166,0.4625,3.57655,-0.15592,-1.69307,,3.06929,3e-05,,0
-0.96625,1.97823,0.12649,,1.25008,-0.83313,0.80542,0.05768,-4.31308,2.79751,-0.34439,1.06783,,0.00824,,,-0.15215,-0.84987,-2.37218,-1.15471,1.75564,,-7.14137,-3.01049,0.29328,0
,2.512,2.04736,,1.39549,,0.50005,2.89658,0.01768,-2.94597,-1.52431,-0.29567,,0.13892,-1.30197,,0.44453,0.1725,5.18501,,-8.16165,,1.49645,-5.33804,1.96292,0
4.54236,,6.16499,-10.37645,3.28164,-2.84556,-1.64979,2.5412,3.44476,0.85149,1.04806,-0.65635,1.5683,0.73448,,,-0.74741,-1.56413,-0.23452,,-9.14281,-0.93141,4.90307,-8.88923,-1.11614,0
0.66395,1.97723,-2.5996,4.45912,-2.16523,-2.58457,-0.66493,3.02971,-0.98121,-3.75918,-0.4061,1.54736,-0.63846,0.57179,,-0.50488,-1.07633,-0.79753,5.19021,-3.84166,,-0.09349,1.22386,-4.44151,1.65608,0
-1.01206,1.20192,-0.9708,0.09683,-0.0905,2.06976,-0.42342,-1.4103,-2.6375,-2.68895,0.2467,-1.84177,-1.11582,-0.08663,,,1.11744,-0.75824,0.82638,0.53756,2.30857,,-4.51668,4.80307,-1.60153,1
0.03483,-2.60992,-1.69533,4.09429,-3.34778,2.63336,1.09439,-0.16726,-1.06933,-0.34043,0.98907,-0.94212,,0.60422,,-0.15762,-0.91399,-1.12042,2.61497,-0.17577,2.02444,-1.04845,0.22511,3.13203,0.72888,0
-0.40554,0.63351,3.75471,-2.04345,0.39167,,-1.43501,1.94067,-3.96442,2.36895,2.17327,-0.15147,,0.03246,,,-0.19369,-1.98191,-3.41977,0.48856,,,0.49224,0.34585,-0.43644,0
-2.72192,-2.60297,0.10139,3.30732,2.76478,-2.50902,-0.88524,-0.91548,-2.3827,1.6561,2.33531,-0.32486,-0.80121,-0.42894,0.24697,0.94035,1.26104,-0.09789,-5.41779,-0.24429,6.57194,-0.38292,-1.62225,2.96456,,0
-1.37267,2.02637,4.01878,,-3.01527,,0.57849,-1.99635,-1.25682,0.23858,-0.52888,0.03903,,0.75277,,-0.65814,0.40817,-2.57919,-2.97352,-0.09176,,0.83961,-1.98533,2.14095,,0
-2.29465,-2.94559,3.06494,,-3.58663,2.20879,1.46025,-2.59409,1.36702,1.10135,-1.17278,-0.52583,,0.18044,0.23293,-1.20417,0.11516,-1.61519,-2.69266,,-0.66439,,1.54392,3.75771,1.45465,0
-1.12413,-1.26742,0.32774,-2.60926,-3.0056,2.60779,-0.69384,-6.66906,3.95755,-3.15539,0.41861,0.48372,-1.73031,-1.0278,,,0.62439,-0.13885,0.24968,,-8.99331,-0.44303,-2.89443,7.55577,2.12716,0
-3.61364,-1.29844,-3.12155,4.23315,-2.83724,1.04747,-0.11347,-5.08338,2.37892,-4.96096,-0.31934,-0.00437,-1.47981,0.96907,0.24023,-2.33372,-1.71731,0.2509,2.99373,,-5.38979,,-4.20797,7.74093,4.13063,0
-0.03988,0.15576,3.32749,,3.02454,0.60273,0.02584,-0.48221,-0.78486,1.00088,3.22979,0.06004,0.58647,-2.34314,,-1.84751,0.75,0.1671,-1.1161,,-1.20296,-0.43833,-2.23868,1.53656,-0.1423,0
2.73267,2.19305,4.83836,-9.36497,1.62176,-1.85414,-0.8639,-0.40553,-0.22928,0.64147,1.05936,1.08869,,0.28545,-1.11424,-4.31974,-0.87893,-1.4688,-2.21659,-0.08162,-6.40154,,-1.75786,-5.11682,,0
,,2.09774,,2.74537,-1.70979,1.56909,2.26116,-3.98347,-0.0975,1.2669,-0.23169,,1.04785,1.26854,-4.76853,1.85238,1.50733,1.65571,-1.09022,-3.17033,,-5.46771,-7.17108,-1.94287,0
0.05608,1.59503,0.78661,0.42964,2.60038,1.29332,-0.64578,1.33945,2.92733,-2.94933,1.09523,-0.78669,-0.25747,-0.05767,-0.01883,0.89268,-0.05842,0.28648,5.57074,0.0066,-4.12196,,2.3555,2.73729,,0
1.16286,,0.85569,2.59806,3.64552,,-1.38024,-0.27668,0.38957,-1.82721,-0.53247,-0.38101,,-0.37732,-0.72681,0.14047,1.25723,-0.28053,3.34647,-1.06858,,,-0.72257,5.95711,,0
0.94709,0.49963,4.9782,-4.11042,2.41569,-1.7253,1.03377,3.04672,-3.66289,1.87003,0.0176,0.01886,,-0.67569,0.71815,-1.94994,0.47499,-0.91251,-1.87406,,2.38754,,0.15524,-3.70051,-0.71759,0
2.09271,0.12327,-1.49642,5.65231,1.19467,-0.56535,1.46084,0.79972,-0.62512,-3.66947,0.15637,1.61533,-0.4558,-1.01192,,,-0.63031,-1.09138,6.36726,1.20729,,,-0.76539,3.73618,3.6497,0
-1.41158,-3.10585,-0.01191,6.17142,-0.74761,-0.45983,-0.98352,0.3138,-1.22822,0.63976,0.48427,0.01725,,-0.75788,,3.15183,-0.96577,0.44512,-1.93681,-0.57068,5.54697,-0.72452,3.18721,4.9419,,0
-0.11187,-3.97694,1.02076,,-0.70884,0.07987,0.67193,1.6625,-2.50545,2.50988,0.46259,0.37805,,0.40385,-0.5375,1.8293,1.47091,-0.7297,-1.69078,0.61301,6.5759,-0.41704,3.35206,2.65324,1.21264,0
,-4.17576,0.11481,5.27292,-0.98134,,-0.69623,2.14954,-2.53116,1.13963,0.87795,-0.78731,,1.12089,-0.52391,-1.6633,0.07099,-0.2951,1.77063,0.17506,6.05089,1.31878,0.67197,1.13561,1.87666,0
-0.79995,,-1.8007,4.84061,-2.09814,-0.35033,0.10224,-0.62004,0.7282,-2.54446,-0.685,1.98882,,-1.08154,-0.39161,0.85275,1.84905,-0.98382,2.42987,-1.44349,-1.63742,,0.8527,3.13515,,0
2.15063,0.51922,6.01142,-5.74694,0.87333,,0.4789,3.5105,-3.36494,0.38213,1.00811,-0.93806,,-1.11145,0.15204,-3.78069,0.79337,0.45088,-1.40393,1.22464,0.2068,,1.75649,-6.80664,,0
3.65014,-0.3073,3.20666,-7.50653,-5.77961,6.42051,0.91856,-3.25029,3.95323,1.02934,-1.70383,-0.49257,1.0472,0.84989,,,1.02855,-1.42108,2.30413,-0.93421,-10.40477,1.54071,1.87734,2.70536,0.69167,0
-3.47792,0.84415,1.14631,-0.90017,-0.36608,0.64389,1.37157,-1.45441,0.70618,-1.2878,1.46246,1.26179,,0.44009,-0.08731,-0.47447,-2.36105,-0.23161,-0.16073,,-1.20853,-1.68579,-1.65359,3.16214,,0
-0.02486,1.28514,2.44854,-3.941,4.32945,0.41263,-1.80641,0.60874,-3.84478,2.21245,-0.37402,0.12066,-1.09506,1.00176,0.67011,,1.2867,-0.51762,-1.71207,1.76938,2.29232,0.88282,-5.42471,0.05603,,0
0.94992,,2.36182,,-3.12534,-3.7157,0.33363,1.657,-3.88645,0.81696,1.70847,1.03871,0.78621,0.71732,,,-1.09189,-1.26058,-3.78958,0.10943,1.96783,,0.32364,-7.05137,-0.5665,0
1.96404,0.77582,0.0933,2.97681,2.6078,,0.62201,0.79898,-0.11003,-1.2293,0.68372,-0.80196,,-0.228,0.45226,-0.12488,0.0531,-1.46399,4.74766,-0.71153,-4.49071,0.21193,-0.83463,3.60377,,0
-2.22132,-2.08618,1.43086,0.89163,1.1404,,0.49823,-1.19114,-0.15391,0.65517,-0.29694,2.61042,,-0.66684,,0.50236,1.28412,1.14709,-3.03744,0.20275,2.65391,,0.25176,3.71799,0.71746,0
-2.54791,-3.70356,1.44289,1.77991,-2.69544,1.68058,-0.87569,-0.93395,1.27287,0.69754,-0.18526,0.38456,0.56699,-1.25598,0.93215,,1.52886,0.56296,0.64582,-0.6466,-0.29216,,1.77472,3.20922,,0
-0.49311,-2.66219,-0.73607,2.987,-0.50033,0.04344,0.36021,-0.96378,-1.00327,2.27916,-0.0551,-0.06003,,1.63257,-0.99768,1.47915,0.73642,0.8093,-3.15633,0.01875,3.94476,,0.30713,2.4868,0.29838,0
2.20928,2.29073,2.54713,-4.08183,-3.89152,4.39569,-1.07221,2.37452,-0.7725,2.45061,0.1048,0.67238,1.11133,-1.01006,,-0.75075,-1.23663,-3.23306,4.11997,-1.48775,-3.60155,,0.93432,-2.45068,1.77591,0
-0.26428,,2.57552,0.23628,0.84739,,0.30145,0.8542,-2.86271,3.06875,-1.24567,-1.37062,,-2.84555,-0.40554,1.84299,-0.23743,-0.6203,-5.14291,0.35571,3.64625,,0.67022,-0.03517,1.60035,0
-1.60206,-1.58052,1.28957,-0.05013,0.79164,,1.64105,-1.48817,-0.9823,2.53417,0.70064,0.8081,0.7648,1.21867,-1.18448,,-0.65276,-1.86846,-4.21203,0.58679,,-1.4108,-1.68875,1.55683,1.55824,0
-0.72207,1.48399,0.62379,-1.91365,-1.68833,1.63159,0.40693,-0.00378,-1.29174,1.00821,-0.97473,-0.64053,2.75058,0.0871,1.57695,-2.48968,-0.8562,0.67827,1.89813,,-2.63004,-1.40619,-3.62765,-0.92307,2.33071,0
1.134,,-0.63232,,2.41195,,0.34171,0.26365,-2.57906,-0.14789,1.27436,0.15477,,0.40743,-0.4495,-0.56691,-0.71258,1.32048,1.27039,-2.57888,-1.05667,,-4.83641,0.38516,0.51966,0
-0.39086,-0.47761,5.29645,-3.63299,0.56965,,-1.45755,3.20794,-4.19567,1.80151,1.2597,-0.18736,,-0.60019,-1.39018,-1.56101,0.24301,-1.17542,-2.87712,,5.25868,-0.84538,1.3583,-3.47771,-1.23431,0
-0.40493,4.06007,3.20332,-8.9757,2.70171,-1.2579,-0.23432,-2.40121,-4.46426,2.13713,-1.49069,0.75228,1.23294,-2.14112,0.37901,,0.71882,0.20363,-6.39763,0.88084,-0.85842,0.50285,-9.35267,-1.63611,-1.53727,0
1.11498,,2.98738,-4.30771,-2.23683,,0.11323,1.64982,-3.71702,1.97246,-0.35894,1.23307,,1.6611,-0.82457,-1.01763,-0.07637,0.63472,0.47226,-0.39655,0.35036,,-1.97517,-1.64197,0.24905,0
1.80957,,0.46737,2.19668,0.49143,-1.54926,-0.1478,1.66919,1.21828,-2.77116,1.26893,0.26567,,0.09681,-0.07246,,1.28371,0.12586,4.34047,-0.57232,-4.62455,,2.81578,-0.22732,2.69315,0
1.46161,1.56379,3.24776,-3.15964,7.15796,2.46198,0.41916,0.92949,2.26006,0.02351,-0.36001,-1.08418,-0.18557,-0.6925,,,0.84406,0.38904,4.2442,-0.07324,-5.22153,0.58228,-0.27361,4.4209,1.07044,0
-3.01397,-2.94318,-0.80126,3.99016,1.65412,-2.21417,-0.28204,-4.37928,0.01219,-1.52818,0.82339,-1.90233,,-0.08976,-0.40852,1.23847,0.93239,0.93455,-5.34029,0.32493,,,-1.92084,7.92057,,0
0.78094,-1.18865,1.37558,-0.64141,-2.00154,1.12799,0.20484,-1.70608,-1.2365,1.37994,-0.62069,1.23401,,-1.49926,,0.03839,-0.19242,0.50167,-2.29335,-0.75994,-0.25628,,-0.61455,2.98276,0.94537,0
,-1.69412,-2.43785,5.57703,-0.81792,0.43445,1.0345,-0.46817,-1.67513,-1.43572,0.11434,-0.87386,,2.37897,-1.43351,-0.17917,1.52123,0.25623,1.97408,,2.3678,,-2.03562,3.78883,1.6343,0
-2.88723,-0.37927,-2.77883,3.28461,-0.42389,2.68039,0.38546,-3.38264,-0.8636,-1.49213,-0.4188,0.4849,0.26154,1.78858,-0.1218,,0.16561,0.54483,0.54033,-0.1128,1.28019,1.08638,-5.4099,7.96324,1.25224,0
-1.44882,,2.01408,-1.70822,-2.5548,1.62328,1.59536,-3.29645,1.11505,-1.17863,-1.61657,-0.10165,,-0.82659,,-1.9652,-0.18825,-1.87895,-0.38873,0.44164,-4.35506,,-1.28841,4.97051,2.67913,1
2.37242,-0.38029,2.33444,0.30343,0.23169,-2.28229,0.71665,0.89387,-2.33602,-1.73672,0.19578,-2.37866,,0.62087,-0.76675,,0.68352,-1.13725,1.2196,-0.71242,,,-0.10808,-0.25885,,0
-0.74713,-0.42108,1.19597,,-2.4639,,0.12155,1.78548,-0.58471,1.44585,-0.39464,1.12291,,-0.72123,1.59831,0.31882,-0.4029,-1.35538,2.07366,,1.46488,,1.8212,0.16143,1.38988,0
1.374,,4.58093,-6.86722,-4.42929,3.87076,-0.94162,-0.79917,0.94349,3.49931,0.75594,0.38552,,-0.25657,,-0.51296,0.00465,0.20974,-1.42226,0.0227,-4.21659,0.22103,2.04045,-0.17405,,0
0.97433,1.58126,0.75051,0.25594,2.66798,,-0.74887,1.33528,-0.94329,-2.39309,-0.24199,1.20665,,0.47556,1.01437,-1.39972,-1.5305,-0.94897,4.00567,,-2.65957,,-1.61584,0.86451,,0
,-1.49388,-0.33217,1.56408,1.22889,-0.78532,-1.47621,-1.48731,-2.86986,-0.78141,0.46958,0.2991,,-1.56534,,,-0.43055,-0.55576,-1.81472,1.44574,3.59761,,-4.71037,2.99822,-0.01557,0
-0.08405,1.96438,2.05605,-3.41417,-0.58344,1.46088,-0.09506,0.87455,-4.16505,0.31052,1.97145,0.5381,0.27098,-1.63187,-0.51454,-2.3361,-1.2466,0.35158,0.76669,1.0843,,0.31599,-4.51597,-0.64567,-0.1354,0
-2.19866,-2.15535,1.46973,-0.12358,2.2355,3.74352,0.56443,-1.74328,-0.71432,-1.04429,-0.14629,0.87688,-0.24093,3.21564,,-1.12527,-1.73639,0.32559,1.37742,-0.64778,1.75151,,-3.02993,8.22251,,0
-0.84886,,-1.5668,5.25992,0.07783,2.45229,-1.02557,2.81485,-3.45708,-1.1263,0.56117,-0.16945,0.55088,-0.66642,,0.75611,0.04653,-0.92658,3.611,-0.00532,8.74931,,0.41849,2.65511,-2.3,1
,-0.59968,2.82848,0.55496,-0.04648,-1.12631,-0.76688,1.94591,1.59784,-2.04357,1.3967,-0.4089,,-0.73801,,,-1.43501,0.6551,2.45189,-1.29045,-2.47885,,5.38369,0.04283,,0
-0.20907,-0.53165,-0.40061,2.40701,-1.97313,1.82988,-0.00731,2.98214,-2.96695,2.38567,0.22031,1.14523,,-2.17769,,-0.61391,-0.50002,-1.58266,2.80257,1.02533,,,-0.45387,-1.98549,1.45055,0
,-0.44272,1.4596,-2.15774,-0.60582,0.2824,-2.87663,-2.29383,-1.6436,0.92362,-0.45761,0.61978,,-1.04064,,-0.8238,-0.40573,-0.1329,-3.78453,1.21538,0.93059,1.07293,-2.99873,2.41368,0.02967,0
-1.01505,1.47753,-0.30303,0.24424,-1.25935,,-1.51517,-1.89337,-1.66137,-3.20996,-1.17432,-0.01281,,-0.89504,-1.56978,3.16257,0.90794,1.04877,-2.44893,-0.00881,3.15337,-1.35787,-0.94037,5.14294,,1
1.17174,,1.92076,-3.64503,-1.29456,,-1.2912,0.03241,-2.96829,-0.02385,-0.57154,0.46972,-1.25535,0.32989,-0.35005,,-0.91293,0.16743,-3.04144,0.27987,-0.4305,-1.48238,-2.0388,-4.6986,-0.96385,0
1.61929,,4.96386,,-1.50945,,0.56213,-0.87853,0.13034,2.55078,0.69512,-0.07925,,1.48857,,-0.10185,-0.56365,-0.96817,-2.56646,-1.6294,-2.36332,,1.37898,1.18549,-0.5445,0
3.08917,1.79538,5.49191,-8.21499,-2.22305,4.12302,0.44483,1.08604,-2.0911,2.15932,-0.16197,-2.80189,0.81727,1.83552,0.21066,-0.88361,-1.03767,-0.05285,0.12228,1.66396,-1.94717,0.4347,0.49418,-0.57725,-1.42035,0
-1.30076,1.07841,-0.25282,0.41337,4.66792,3.38923,-0.72215,0.27287,1.64794,-2.08563,-0.33056,-1.91071,0.33964,-1.23701,-0.10446,0.6481,0.98905,0.00101,5.2949,,-1.21982,-1.67504,-1.773,5.75725,,0
1.22695,0.78993,-0.03678,1.83965,0.34791,,-1.64873,1.24751,0.00342,-2.96714,-0.31564,-1.10898,,0.10126,,-1.22884,0.73396,-0.66369,4.1821,0.10808,-3.37013,,0.54769,-0.14851,1.82556,0
-0.79859,0.46178,-2.55722,3.27255,4.92502,-3.19825,0.77321,-0.17748,-4.24134,1.67733,0.03139,1.05548,,0.00498,0.05844,,0.06224,-1.44407,-3.36324,1.39108,5.11468,,-6.49349,0.00755,-0.35194,0
0.03154,0.31506,2.91752,-2.71668,1.93485,0.09051,0.52918,1.19302,2.01048,-2.00024,-0.3902,-0.20585,,-2.00249,0.36217,-0.78919,-1.30938,-0.36426,2.09654,-0.29884,-2.32555,,2.98398,0.03623,,0
-1.52151,0.5425,1.06158,-2.04096,0.45586,-0.17402,1.13108,-0.00061,-2.73999,-0.9014,0.40085,-0.93031,,-0.82834,,-2.52201,0.13473,-1.39213,-0.41777,1.24178,1.8625,-0.85711,-3.82087,-0.45874,,0
3.11646,-0.46763,2.59696,-5.42817,-2.27362,3.44449,-0.38511,-2.17354,-0.24762,1.41648,-1.03202,1.84361,-0.6561,0.31947,,,-0.47814,1.19991,-0.38818,,-4.42692,-1.46571,-1.37121,1.88453,-0.76657,0
1.05778,,-2.76374,,2.97402,0.37798,-0.76186,0.28733,-0.43369,-2.99979,-1.14623,1.1086,,0.50887,,0.40035,-1.287,2.15836,5.92811,-1.01487,-3.39669,,-3.40677,4.07769,,0
-0.50052,-0.33343,-0.14096,,2.13586,,-2.1296,0.04777,-2.26407,2.9516,0.34889,-2.11158,,0.48759,1.48692,,-0.80567,1.38935,-3.24767,0.14419,3.85469,,-2.68555,-0.56995,-0.80051,0
,,0.86706,,0.16412,0.19604,-0.119,1.16243,-0.77482,-2.26211,0.18165,-0.79844,1.30656,1.09196,0.60233,-0.23001,-0.09933,1.57898,2.44039,0.05332,1.68917,,1.162,2.75354,,0
0.40402,,5.08062,-12.58116,-3.05969,4.49129,-1.26013,-3.26278,0.92198,-0.53352,-0.33166,1.94496,0.68073,-0.04103,1.34534,,-0.22861,-0.12057,1.36288,0.25831,-10.73205,,-5.40165,0.11627,,0
,3.41907,3.83539,-7.90041,0.06797,,0.75773,-2.70549,-2.90941,-1.37009,0.01079,-0.95708,0.40764,0.22684,-0.77639,-3.47627,-1.13116,-0.53799,-2.31099,-0.89788,-3.46659,,-7.25863,1.84857,,0
0.44683,,-2.27867,3.09573,1.63547,,-0.94735,1.61316,-5.59265,-2.87637,0.22135,0.08304,,-0.51173,0.97866,-2.94876,-1.16353,0.2034,5.38937,,1.32363,0.32202,-7.55481,0.59863,0.52215,0
0.59186,0.09341,0.78642,3.09558,-3.09823,-3.65865,-0.37777,2.59982,0.6864,-0.30039,-0.03428,-0.21709,0.00255,0.96453,-0.63979,2.12103,1.22998,-0.64513,-0.67352,1.01191,0.04443,,6.88709,-4.08008,2.69384,0
-0.77221,,0.2165,,-1.88903,,0.71956,-2.53015,2.27042,2.77722,0.27199,0.78903,0.18682,0.92321,,-0.65875,-0.32078,-0.53274,-2.34089,-0.67624,-0.2916,0.41872,1.8951,3.09907,,0
1.98848,1.39197,7.52314,-10.49436,0.94112,,-0.99424,3.54242,-0.10556,1.4744,-0.40669,0.3835,,0.20373,2.33595,-3.1583,0.04589,-0.61271,-3.84276,0.05885,-1.25179,,5.13786,-10.84473,,0
-1.76753,-1.08726,-0.09887,1.04524,-2.70064,2.97909,-2.29026,2.51738,-1.05223,1.50213,0.18501,0.43412,,1.05032,,,1.67713,-0.91745,5.91363,-0.63965,,,-1.51528,-2.74389,2.79516,0
,-0.27643,2.21054,-1.99286,0.82275,,-2.32076,-0.63409,-2.43176,0.48404,0.36148,-1.01338,,-0.43771,0.10871,-2.36703,-1.03666,0.87558,-1.24792,-0.0461,-1.09021,0.60623,-2.79493,0.75788,0.58162,0
-0.39415,-0.39704,-0.88513,-0.14156,-0.22777,,-0.67363,3.04638,-2.37063,2.21494,-0.82403,0.05555,,-1.12583,-0.76554,,0.67145,-0.37754,5.16056,0.5388,1.80699,,-3.36054,-4.3339,-0.15706,0
2.07372,2.48379,-0.0782,-1.86952,3.74221,0.34991,-1.32651,-0.51711,-3.80268,0.85566,-0.568,-0.08618,,-0.63134,0.30595,-2.68236,-0.8735,-0.57138,1.3758,-0.36309,-2.7583,1.02327,-8.3052,0.87598,0.77782,0
4.7756,,0.62548,-1.44661,4.43751,-0.54325,-0.42815,2.28439,-2.14091,-2.04519,-0.24363,-0.75296,,1.87047,,-3.58201,-1.80382,1.28112,6.67844,,-6.48094,-0.37131,-4.09804,-1.84148,0.77837,1
2.04845,,1.95929,-2.27055,2.49747,-2.014,-0.31449,2.34927,2.54217,-1.40009,1.72025,0.09143,0.27243,0.70471,,,-0.63325,0.20408,2.94551,-0.6657,-5.89467,1.06567,3.3686,-3.65125,,0
3.10068,1.88281,2.32256,-2.72024,-1.55073,-4.06155,0.99282,2.9468,-2.83161,0.54257,1.06878,-0.52334,0.78822,0.5836,-1.15721,,0.18619,-1.4729,-1.07735,,-1.3917,,1.34195,-8.55785,0.09328,0
0.16983,0.6489,1.27836,-4.67514,-0.08615,0.94569,-0.69653,-3.50713,0.27049,0.94219,-2.71737,-1.04231,,0.91497,1.48948,-2.63938,-1.35294,0.96947,-2.10594,-0.38546,-4.94644,,-4.70571,1.61551,0.69219,0
